artist,name,quote_ap,quote_error_ap,quote_model_ap,quote_billboard,quote_error_billboard,quote_model_billboard,quote_buzzfeed,quote_error_buzzfeed,quote_model_buzzfeed,quote_error_nyt_caramanica,quote_model_nyt_caramanica,quote_nyt_caramanica,quote_complex,quote_error_complex,quote_model_complex,quote_consequence,quote_error_consequence,quote_model_consequence,quote_crack,quote_error_crack,quote_model_crack,quote_dazed,quote_error_dazed,quote_model_dazed,quote_elle,quote_error_elle,quote_model_elle,quote_ew,quote_error_ew,quote_model_ew,quote_fader,quote_error_fader,quote_model_fader,quote_guardian,quote_error_guardian,quote_model_guardian,quote_indep,quote_error_indep,quote_model_indep,quote_latimes,quote_error_latimes,quote_model_latimes,quote_nme,quote_error_nme,quote_model_nme,quote_npr125,quote_error_npr125,quote_model_npr125,quote_npr25,quote_error_npr25,quote_model_npr25,quote_paste,quote_error_paste,quote_model_paste,quote_pitchfork,quote_error_pitchfork,quote_model_pitchfork,quote_quietus,quote_error_quietus,quote_model_quietus,quote_rs,quote_error_rs,quote_model_rs,quote_slant,quote_error_slant,quote_model_slant,quote_stereogum,quote_error_stereogum,quote_model_stereogum,quote_error_rough_trade,quote_model_rough_trade,quote_rough_trade,quote_usatoday,quote_error_usatoday,quote_model_usatoday,quote_variety,quote_error_variety,quote_model_variety,quote_vulture,quote_error_vulture,quote_model_vulture,quote_error_nyt_zoladz,quote_model_nyt_zoladz,quote_nyt_zoladz
Durand Jones & The Indications & Aaron Frazer,Paradise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durand Jones' buttery falsetto ... forges its own luscious path to a whole new Shangri-La,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Earl,Level-Headed Even Smile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sings compassionately about a sadness that can linger even in the most beautiful place on Earth,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earl Sweatshirt,TOURMALINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""TOURMALINE"" swings with the romance of a Sinatra classic ... weaponizing dire circumstances, transforming them into little splotches of hope",,claude-haiku-4-5-20251001,he's filled with gratitude for his wife ... the clarity inherent to rerouting through the struggle is evident in one of his most affecting songs ever,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easykid & Dysbit,Shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the calling card of the former emo-trap star who's now leading Chile's emerging reggaeton scene,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eiko Ishibashi,Coma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blends syncopated rhythms, her soaring voice, bouncy synths, and a wobbling accordion to otherworldly effect",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekko Astral,horseglue,,,,,,,,,,,,,,,,they sound fucking killer doing so,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Cousteau & Niontay,Rose Ave. (feat. Niontay),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a new and improved strain of lo-fi loop music that has bled into swag rap,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eli,Glitter,,,,,,,,,,,,,,,,,,,,,,,,,a hook as catchy as any '90s girl-group anthem,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliana Glass,Good Friends Call Me E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"finds comfort in the connections that last through loss, and who we become in their wake",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Rønnenfelt,Mona Lisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,absolute baggy bop ... life-affirming,,,,,,,,,,,,
Elijah Minnelli & Dennis Bovell,Canaan Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employs all-time great Dennis Bovell to ride an irresistible cut of smooth and slinky dub,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
Ella Langley,Choosin' Texas,,,,"Against a two-stepping vibe that feels pulled directly from dim lit, dusty Lone Star State dancehalls, ""Choosin' Texas"" highlights Langley's dusky drawl",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,"sounds exactly like after hours at my favorite bar, nursing a wound or a slight",,claude-haiku-4-5-20251001,,,,,,,He always loved 'Amarillo by Morning' / I should've taken that as a warning.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"with the rich vocal tone Langley brings to the song, it's hard to imagine a mere two-step champion luring her guy away",,claude-haiku-4-5-20251001,,,,,claude-haiku-4-5-20251001,delivers it with a smoky warmth that goes down as smooth and sad as a bottle of Jack drunk all by oneself
Elle Coves,Fault Line,,,,,,,"one of the most beautiful ballads ... all year. Elle demonstrates a masterful use of harmonies and background vocals, perfectly balanced to function as an additional instrument in the mix",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elton John & Brandi Carlile,Little Richard’s Bible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an excuse for Elton to do one of the most flat-out rockers he's written and performed in a very long time,,claude-haiku-4-5-20251001,,,,,,
Erika de Casier,Delusional,,,,,,,,,,,,,,,,,,,,,,,,,stylish and cool without even trying ... nonchalant flair,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"trip-hop so ethereal, you feel like you could float away on it",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erika de Casier,You Can't Always Get What You Want,,,,,,,,,,,,,,,,"Her voice is like medicine, the production unfathomably serene, the message of acceptance warm and universal",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EsDeeKid, fakemink, & Rico Ace",LV Sandals,,,,,,,,,,,claude-haiku-4-5-20251001,"a brazen attitude, an ineffable chorus, a trio of rising stars, an anthem for the world","a desolate-sounding jerk banger, running on cycling, horror-movie-style synths and a crushing bass hit every bar",,claude-haiku-4-5-20251001,,,,,,,"a union of distinct styles ... creating an eerie, liminal space in which all of the aforementioned styles can mesh together",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's the one grimy fried bass hit that suddenly cuts off on the third beat ... the little noisy artifacts at the beginning and end connect to form a perfect loop in case you wanted to live in this song forever,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esau Ortiz,Triple Lavada,,,,a viral smash that followed precious few of the trends powering most current Latin pop hits,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esther Rose,New Bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"it's an exploratory, gut-following, new-direction road song that still sounds just like Esther",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethel Cain,Dust Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she creates an unexpected hook in the lilting way she sings,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Ethel Cain,Fuck Me Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a gothic, liquor soaked story of a young woman whose reckless strength is a fragile mask for fear",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,"six minutes of colossal synths, crashing, doom-y percussion, and her anchoring, expansive voice",,claude-haiku-4-5-20251001,,,,,,,,,,"pulsing synths, preponderance of f-bombs, and lyrics that blur the lines between hate and envy",,claude-haiku-4-5-20251001,guitars crash and the keyboards glimmer like laser lights through disco balls,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Ethel Cain,Nettles,,,,,,,,,,,,,,,,,,,,,,she delivers a heart-wrenching portrait of love in slow decline,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a beautifully frothy country-pop/adult-contempo number that sounds like Sarah McLachlan crooning on a rickety porch,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etran de L'AÏr,Agadez,,,,,,,,,,,,,,,,an invitation to dance and a celebration of their hometown,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Everything Is Recorded, Sampha, & Florence + The Machine",Never Felt Better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"they soar, making it an anthem that serves as an emotional anchor between grief and growth",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKA twigs,Girl Feels Good,,,,,,,,,,,,,,,,"even as the lyrics telegraph catastrophe, she chases bliss anyway",,claude-haiku-4-5-20251001,,,,,,,captures FKA Twigs at her most tender and self-possessed,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[She] synthesize[s] the track's '90s reference points into something sublimely contemporary,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,
FKA twigs,HARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweaty electro earworm,,claude-haiku-4-5-20251001,,,,,,,,,,,,,"twigs' voice sounds smothered in cotton ... She weaves together anxiety and assertiveness, friction and fear",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKA twigs,Room of Fools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It's as if you're right there on an intimate dance floor with her, standing body-to-body in a crowd of strangers",,claude-haiku-4-5-20251001,"finds herself not onstage performing to an attentive audience, but anonymous on a crowded dance floor",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,The thumping techno beat and the lyrical imagery perfectly encapsulate the feeling of finding belonging within a subculture and losing yourself in the club,,,,,,,,,,,,
FKA twigs,Stereo Boy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spectral, glitchy drums crush the chorus underfoot as desperate layered vocals cry out from the void",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FKA twigs,Striptease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,her vocals soar and drag against the track's closing twitchy breakbeats,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
FKA twigs & Koreless,Drums of Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a pulsating, industrial melody that demands we liberate ourselves from the confines of social expectations",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facta,Jets,,,,,,,,,,,,,,,,,,,"a heater with the space and heft to move a White Isle superclub, while retaining the detail and drive to shake basement raves",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factory Floor,Tell Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the throb of 'Tell Me', with its weirdly catchy stab of a melody line",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
Feng,YOLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"neon, indie-pop-meets-hip-hop sound and incandescent lyrics",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine,I could,,,,,,,,,,,,,,,,,,,"drawing from shimmering dreampop and 90s US college rock, with grunge-fuzzed tremolo guitars quivering over a swaggering bassline",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiona Apple,Pretrial (Let Her Go Home),,,,,,,,,,,,,,,,Powerfully percussion-driven ... Advocacy for women trapped by the justice system because of their inability to make bail,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flippa T,Affirmations,,,,,,,,,,,,,,,,Sure beats Tony Robbins,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flock of Dimes,Long After Midnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,describing an all-too-serious and real one-way dynamic,,claude-haiku-4-5-20251001,,,,,,
Floodlights,The Light Won't Shine Forever,,,,,,,,,,,,,,,,"a song that knows true joy only comes from embracing the temporary nature of life ... deadpan spoken word to convey apprehension, and an unbridled bark to convey acceptance",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence + The Machine,One of the Greats,,,,she eviscerates the social structures that allow the mediocrity of her male counterparts to go down in history,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Must be nice to be a man, and make boring music just because you can",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,a simmering track packed with killer lines ... [Florence] reflects on both her own mortality and legacy as a musician in a misogynistic industry,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Florence Road,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put a spotlight on the emotional depth at the heart of their writing,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florist,This Was A Gift,,,,,,,,,,,,,,,,"""This Was a Gift"" stands as one of their most moving compositions yet",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florry,"First it was a movie, then it was a book",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"draws on Crazy Horse guitar energy disguised as an Americana Southern indie-rock rager, with lead singer and guitarist Francie Medosch's beautiful off-kilter vocals front and center",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,"bottles everything that makes Florry great: looseness, humor, and the spontaneous crackle of a jam session",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Florry,Pretty Eyes Lorraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the beauty isn't polished but jagged, lived-in",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flyte,Emily and Me,,,,,,,,,,,,,,,,explore the beauty and mythos of Los Angeles against a backdrop of climate-induced destruction,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fontaines D.C.,It's Amazing To Be Young,,,,,,,,,,,,,,,,Fontaines D.C. can never fully extract the snarl from their unabashedly Irish post-punk,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,"sighs with a pure, innocent euphoria and optimism",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonzo & Roaming Data,CTX,,,,,,,,,,,,,,,,,,,"CTX delivers a bassline like a pit of vipers, writhing and contorting in a constant state of flux",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Tet,Into Dust (Still Falling),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"tracks that hover beguilingly, keeping the listener and/or dancer in an alert state so that when the drums land, they really land",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
"Fred again.., Skepta, & Plaqueboymax",Victory Lap,,,,,,,,,,,,,"a collision of hip-hop, dubstep, and pure chaos",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skep's relentless flow and droll quips amping the urgency up to 11,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Gibbs,It's Your Anniversary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a two minute and 20 second rollercoaster of failed romances, professional fallouts, and personal frustrations",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Gibbs & The Alchemist,Gas Station Sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not usable: too_vague,claude-sonnet-4-5-20250929,,,,,,,,,,,,,
"Freddie Gibbs, The Alchemist, & Anderson .Paak",Ensalada (feat. Anderson .Paak),,,,,,,,,,,,,the beat incorporating multiple rhythms ... pushes Gibbs into his best performance on the record,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,milks a sublime Alchemist loop to survey the ills of hustling,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friendship,Tree of Heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a lightly twangy, almost funereal anecdote of an impermanent relationship with a lingering impact",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Fuerza Regida,Marlboro Rojo,,,,"JOP's deep and gritty vocals tell about the street life that's dangerous, yet filled with adrenaline",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"smolders with Fuerza Regida's signature blend of gritty corridos, smoky swagger and lived-in storytelling",,claude-haiku-4-5-20251001,,,,,,,,,,,,,"the clearest example of the Mexican stars tapping into what frontman JOP called the ""old Fuerza.""",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Full Blown & Yung Bredda,The Greatest Bend Over (Take It Easy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This runaway hit, set to the most popular soca instrumental of 2025, eclipsed hot singles by its producers, Machel Montano and Kes.",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fust,Jody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a feeling of contentment and affection ... sometimes it's just nice to have someone to watch TV with at the end of a long day,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"a quiet ode to loving, however imperfectly, over the long haul"
Fust,Spangled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"invisible and transcendent, as the guitars rise like a monument",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G Herbo & Southside,Went Legit,,,,,,,,,,,,,the smooth Hank Crawford sample layered over heavy snares makes you want to run through a brick wall,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GELO,Tweaker,,,,a scalding anthem ... with shades of prime Master P flowing through his blood,,claude-haiku-4-5-20251001,,,,,claude-haiku-4-5-20251001,turns a drudging appearance on a livestream into evanescent hip-hop gold,a single so good it earned him a record deal with Def Jam,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sliding into the kind of pocket that very few full-time rappers find,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
GHOSTWOMAN,Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"fuzzy, low-lit shoegaze vibe ... swirling grit and glow",,,,,,,,,,,,
GIVĒON,MUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crisp, clean and worth playing in the dirt for, the opening track on Beloved brings all the drama",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gab Ferreira,Carrossel,,,,,,,,,,,,,,,,"less of a carnival and more of a vibe, but the end result is still transformative",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabito Ballesteros & Tito Double P,7 DIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""7 Días"" combines Tito's gruff delivery and Ballesteros' poetic vocalizing, juxtaposing storytelling rawness with melodies seeped in a tender, understated elegance",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Gabriel Jacoby,baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a slow-gem ... feeling Jacoby enunciate every promise like it might be his last,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Jacoby,the one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sultry and distinctly country-fried, visceral but polished, funky yet oh so clean",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geese,Au Pays du Cocaine,,,,,,,,,,,,,,,,Winter's yearning cries of total devotion ... are both devastating and heartwarming,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"begins gently and humbly with a very pretty, '70s-tinged guitar riff before revealing itself as something more desperate, though still just as affecting",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geese,Getting Killed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In an album full of songs about breaking free, no other song so perfectly describes the feeling of rejecting the oppression of normality.",,claude-sonnet-4-5-20250929,,,,,,
Geese,Husbands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a rolling groove that lets the tune swing high enough to make you really feel the vague aches that burden frontman Cameron Winter's troubled heart,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Geese,Long Island City Here I Come,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pulses with gripping anxiety, mirroring an impatient foot tapping when the train gets delayed",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,will stop you in your tracks and absolutely grab your attention,,,,,,,,,,,,
Geese,Taxes,,,,,,,,,,,,,,,,"lit by tribal percussion, skewed coos, and an explosive mid-point swing — drawing you in with joy even as it crushes with weighty religious imagery",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,Taxes become a metaphor for the stuff we bitterly hold on to but have to give away,,claude-haiku-4-5-20251001,,,,,,,an inspired aural collage that merges stream-of-consciousness lyrics ... with a musical release that conjures pure euphoria,,claude-sonnet-4-5-20250929,,,,"lead singer Cameron Winter is a martyr, begging for crucifixion over the banal act of filing his taxes",,claude-haiku-4-5-20251001,,,,"""Taxes"" was a reckoning with American violence from the nation's largest and loudest city",,claude-haiku-4-5-20251001,,,,,,,,,,"a metaphysical pop epic in just over three minutes, packed with musical epiphanies and philosophical gauntlets",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Geese,Trinidad,,,,,,,,,,,claude-haiku-4-5-20251001,"a blistering, erratic yet curiously grounded jam that constantly threatens to implode but is too cool to actually do so",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gelli Haha,Bounce House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"turns growing pains into glitter, blending wobbling analog effects with a rush of playful chaos",,claude-haiku-4-5-20251001,,,,"With handclaps on the off-beats and technicolor synths bouncing about, Abaya twists her words into cheeky little rhymes ... laying eroticism and a juvenile cheerfulness next to each other",,claude-haiku-4-5-20251001,absurdist electro-pop ... between spangled disco and truly out-there psychedelia,,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,claude-sonnet-4-5-20250929,bouncy Kate Bush meets LCD Soundsystem weird pop anthem,,,,,,,,,,,,
George Xiaoyuan Fu,Passacaglia on a Theme by Radiohead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a thorough deconstruction of the material throughout his cavalcade of adventurous variations, concussive climaxes and evaporating trills",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ghostface Killah, Raekwon, Method Man, GZA, Reek da Villian, & Pills",The Trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A classic Wu Tang ruckus, styled as a legal thriller",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Gorillaz & Sparks,The Happy Dictator (feat. Sparks),,,,,,,,,,,,,,,,one of the best (and most fun!) songs about authoritarianism in a decade,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham Barham,OIL MONEY,,,,,,,,,,,claude-haiku-4-5-20251001,a wild blast of down-South bluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greazy Alice,Just Another One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the way the two singers' voices wind and curl around each other ... elevates this to something close to holy,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
